t,norm_before,norm_after,unitarity_defect,energy,energy_delta,energy_err
274,1.000000E+000,1.000000E+000,2.309264E-014,1.430707E+004,1.405533E-008,1.405533E-008
275,1.000000E+000,1.000000E+000,1.376677E-014,1.430707E+004,1.425906E-008,1.425906E-008
276,1.000000E+000,1.000000E+000,7.993606E-015,1.430707E+004,1.427543E-008,1.427543E-008
277,1.000000E+000,1.000000E+000,2.087219E-014,1.430707E+004,1.455373E-008,1.455373E-008
278,1.000000E+000,1.000000E+000,3.996803E-015,1.430707E+004,1.430089E-008,1.430089E-008
279,1.000000E+000,1.000000E+000,1.332268E-015,1.430707E+004,1.455737E-008,1.455737E-008
280,1.000000E+000,1.000000E+000,3.685940E-014,1.430707E+004,1.456829E-008,1.456829E-008
281,1.000000E+000,1.000000E+000,7.549517E-015,1.430707E+004,1.450644E-008,1.450644E-008
282,1.000000E+000,1.000000E+000,8.881784E-016,1.430707E+004,1.444641E-008,1.444641E-008
283,1.000000E+000,1.000000E+000,-9.325873E-015,1.430707E+004,1.493390E-008,1.493390E-008
284,1.000000E+000,1.000000E+000,3.463896E-014,1.430707E+004,1.493208E-008,1.493208E-008
285,1.000000E+000,1.000000E+000,3.108624E-015,1.430707E+004,1.517583E-008,1.517583E-008
286,1.000000E+000,1.000000E+000,4.840572E-014,1.430707E+004,1.493208E-008,1.493208E-008
287,1.000000E+000,1.000000E+000,-9.769963E-015,1.430707E+004,1.488479E-008,1.488479E-008
288,1.000000E+000,1.000000E+000,5.329071E-015,1.430707E+004,1.517947E-008,1.517947E-008
289,1.000000E+000,1.000000E+000,-1.332268E-015,1.430707E+004,1.490844E-008,1.490844E-008
290,1.000000E+000,1.000000E+000,9.769963E-015,1.430707E+004,1.475564E-008,1.475564E-008
291,1.000000E+000,1.000000E+000,3.153033E-014,1.430707E+004,1.507215E-008,1.507215E-008
292,1.000000E+000,1.000000E+000,2.087219E-014,1.430707E+004,1.514672E-008,1.514672E-008
293,1.000000E+000,1.000000E+000,-7.549517E-015,1.430707E+004,1.513035E-008,1.513035E-008
294,1.000000E+000,1.000000E+000,1.376677E-014,1.430707E+004,1.529042E-008,1.529042E-008
295,1.000000E+000,1.000000E+000,6.217249E-015,1.430707E+004,1.538683E-008,1.538683E-008
296,1.000000E+000,1.000000E+000,2.708944E-014,1.430707E+004,1.544322E-008,1.544322E-008
297,1.000000E+000,1.000000E+000,9.325873E-015,1.430707E+004,1.528497E-008,1.528497E-008
298,1.000000E+000,1.000000E+000,1.687539E-014,1.430707E+004,1.530498E-008,1.530498E-008
299,1.000000E+000,1.000000E+000,5.329071E-015,1.430707E+004,1.547414E-008,1.547414E-008
