t,u_raw,u_norm,s_raw,s_norm,t_value,f,df_dt,delta_u,delta_s,t_eff,t_eff_status,regime
154,9.040065E-002,6.854943E+000,1.655014E+001,9.194520E-001,1.000000E+000,5.935491E+000,2.860875E-001,9.808912E-004,-4.495464E-004,-2.181957E+000,valid,anomalous
155,9.039913E-002,6.854828E+000,1.656398E+001,9.202210E-001,1.000000E+000,5.934607E+000,-1.768181E-001,-1.151510E-004,7.689394E-004,-1.497530E-001,valid,anomalous
156,9.048466E-002,6.861314E+000,1.656461E+001,9.202558E-001,1.000000E+000,5.941058E+000,1.290266E+000,6.486191E-003,3.486288E-005,1.860486E+002,valid,diffusion
157,9.070927E-002,6.878345E+000,1.657184E+001,9.206576E-001,1.000000E+000,5.957688E+000,3.325885E+000,1.703114E-002,4.017175E-004,4.239581E+001,valid,diffusion
158,9.098345E-002,6.899136E+000,1.659174E+001,9.217634E-001,1.000000E+000,5.977372E+000,3.936964E+000,2.079066E-002,1.105846E-003,1.880069E+001,valid,diffusion
159,9.119797E-002,6.915402E+000,1.659757E+001,9.220873E-001,1.000000E+000,5.993315E+000,3.188542E+000,1.626666E-002,3.239452E-004,5.021422E+001,valid,diffusion
160,9.139020E-002,6.929979E+000,1.660675E+001,9.225973E-001,1.000000E+000,6.007382E+000,2.813367E+000,1.457675E-002,5.099114E-004,2.858682E+001,valid,diffusion
161,9.160117E-002,6.945977E+000,1.659679E+001,9.220437E-001,1.000000E+000,6.023933E+000,3.310195E+000,1.599745E-002,-5.535269E-004,-2.890095E+001,valid,anomalous
162,9.181235E-002,6.961990E+000,1.660151E+001,9.223059E-001,1.000000E+000,6.039684E+000,3.150250E+000,1.601345E-002,2.621947E-004,6.107464E+001,valid,diffusion
163,9.196918E-002,6.973883E+000,1.660069E+001,9.222606E-001,1.000000E+000,6.051622E+000,2.387563E+000,1.189254E-002,-4.527753E-005,-2.626587E+002,valid,anomalous
164,9.204608E-002,6.979714E+000,1.661664E+001,9.231464E-001,1.000000E+000,6.056567E+000,9.890851E-001,5.831208E-003,8.857819E-004,6.583119E+000,valid,diffusion
165,9.213921E-002,6.986775E+000,1.662743E+001,9.237459E-001,1.000000E+000,6.063030E+000,1.292423E+000,7.061573E-003,5.994567E-004,1.177996E+001,valid,diffusion
166,9.226134E-002,6.996036E+000,1.663464E+001,9.241465E-001,1.000000E+000,6.071890E+000,1.772032E+000,9.260764E-003,4.006035E-004,2.311703E+001,valid,diffusion
167,9.236973E-002,7.004256E+000,1.663561E+001,9.242004E-001,1.000000E+000,6.080055E+000,1.633165E+000,8.219732E-003,5.390867E-005,1.524751E+002,valid,diffusion
168,9.257171E-002,7.019572E+000,1.664551E+001,9.247507E-001,1.000000E+000,6.094821E+000,2.953113E+000,1.531587E-002,5.503105E-004,2.783133E+001,valid,diffusion
169,9.293469E-002,7.047095E+000,1.665356E+001,9.251979E-001,1.000000E+000,6.121898E+000,5.415291E+000,2.752360E-002,4.471493E-004,6.155349E+001,valid,diffusion
170,9.345560E-002,7.086595E+000,1.665820E+001,9.254555E-001,1.000000E+000,6.161140E+000,7.848411E+000,3.949973E-002,2.576769E-004,1.532917E+002,valid,diffusion
171,9.415875E-002,7.139914E+000,1.666856E+001,9.260312E-001,1.000000E+000,6.213883E+000,1.054871E+001,5.331918E-002,5.756254E-004,9.262826E+001,valid,diffusion
172,9.493402E-002,7.198702E+000,1.665808E+001,9.254488E-001,1.000000E+000,6.273253E+000,1.187396E+001,5.878746E-002,-5.823302E-004,-1.009521E+002,valid,anomalous
173,9.555694E-002,7.245937E+000,1.666846E+001,9.260255E-001,1.000000E+000,6.319912E+000,9.331750E+000,4.723540E-002,5.766461E-004,8.191401E+001,valid,diffusion
174,9.586016E-002,7.268930E+000,1.666349E+001,9.257492E-001,1.000000E+000,6.343181E+000,4.653810E+000,2.299274E-002,-2.763090E-004,-8.321387E+001,valid,anomalous
175,9.600167E-002,7.279660E+000,1.667046E+001,9.261369E-001,1.000000E+000,6.353523E+000,2.068460E+000,1.073003E-002,3.877285E-004,2.767408E+001,valid,diffusion
176,9.628202E-002,7.300918E+000,1.668340E+001,9.268558E-001,1.000000E+000,6.374063E+000,4.107915E+000,2.125848E-002,7.189033E-004,2.957070E+001,valid,diffusion
177,9.664333E-002,7.328317E+000,1.669544E+001,9.275246E-001,1.000000E+000,6.400792E+000,5.345871E+000,2.739812E-002,6.687645E-004,4.096826E+001,valid,diffusion
178,9.693402E-002,7.350359E+000,1.669970E+001,9.277609E-001,1.000000E+000,6.422598E+000,4.361153E+000,2.204213E-002,2.363617E-004,9.325590E+001,valid,diffusion
179,9.716948E-002,7.368213E+000,1.669627E+001,9.275706E-001,1.000000E+000,6.440643E+000,3.608996E+000,1.785466E-002,-1.903216E-004,-9.381311E+001,valid,anomalous
180,9.736182E-002,7.382798E+000,1.670548E+001,9.280823E-001,1.000000E+000,6.454716E+000,2.814589E+000,1.458461E-002,5.116660E-004,2.850416E+001,valid,diffusion
181,9.750130E-002,7.393375E+000,1.669599E+001,9.275551E-001,1.000000E+000,6.465819E+000,2.220769E+000,1.057662E-002,-5.272204E-004,-2.006111E+001,valid,anomalous
182,9.763585E-002,7.403577E+000,1.669671E+001,9.275951E-001,1.000000E+000,6.475982E+000,2.032518E+000,1.020263E-002,4.003850E-005,2.548205E+002,valid,diffusion
183,9.783757E-002,7.418873E+000,1.670904E+001,9.282800E-001,1.000000E+000,6.490593E+000,2.922267E+000,1.529625E-002,6.849105E-004,2.233320E+001,valid,diffusion
184,9.802764E-002,7.433286E+000,1.673057E+001,9.294761E-001,1.000000E+000,6.503810E+000,2.643317E+000,1.441272E-002,1.196137E-003,1.204939E+001,valid,diffusion
185,9.811764E-002,7.440111E+000,1.672531E+001,9.291839E-001,1.000000E+000,6.510927E+000,1.423393E+000,6.824745E-003,-2.922185E-004,-2.335494E+001,valid,anomalous
186,9.812834E-002,7.440922E+000,1.672277E+001,9.290427E-001,1.000000E+000,6.511879E+000,1.904550E-001,8.110339E-004,-1.412410E-004,-5.742201E+000,valid,anomalous
187,9.807348E-002,7.436762E+000,1.673965E+001,9.299805E-001,1.000000E+000,6.506782E+000,-1.019532E+000,-4.159829E-003,9.378304E-004,-4.435588E+000,valid,anomalous
188,9.796267E-002,7.428360E+000,1.672780E+001,9.293223E-001,1.000000E+000,6.499038E+000,-1.548807E+000,-8.402220E-003,-6.581847E-004,1.276575E+001,valid,crystallization
189,9.785215E-002,7.419979E+000,1.673418E+001,9.296768E-001,1.000000E+000,6.490302E+000,-1.747113E+000,-8.381071E-003,3.544936E-004,-2.364238E+001,valid,anomalous
190,9.789856E-002,7.423498E+000,1.674666E+001,9.303699E-001,1.000000E+000,6.493128E+000,5.653060E-001,3.519573E-003,6.930425E-004,5.078437E+000,valid,diffusion
191,9.811364E-002,7.439808E+000,1.674508E+001,9.302824E-001,1.000000E+000,6.509525E+000,3.279322E+000,1.630917E-002,-8.743949E-005,-1.865195E+002,valid,anomalous
192,9.828619E-002,7.452892E+000,1.675201E+001,9.306670E-001,1.000000E+000,6.522225E+000,2.539911E+000,1.308413E-002,3.845726E-004,3.402252E+001,valid,diffusion
193,9.828238E-002,7.452603E+000,1.675235E+001,9.306859E-001,1.000000E+000,6.521917E+000,-6.152527E-002,-2.886790E-004,1.894738E-005,-1.523583E+001,valid,anomalous
194,9.822358E-002,7.448144E+000,1.676228E+001,9.312378E-001,1.000000E+000,6.516906E+000,-1.002166E+000,-4.458989E-003,5.518431E-004,-8.080175E+000,valid,anomalous
195,9.824365E-002,7.449666E+000,1.675301E+001,9.307229E-001,1.000000E+000,6.518943E+000,4.073590E-001,1.521958E-003,-5.148368E-004,-2.956195E+000,valid,anomalous
196,9.829915E-002,7.453874E+000,1.673382E+001,9.296569E-001,1.000000E+000,6.524217E+000,1.054887E+000,4.208425E-003,-1.066013E-003,-3.947818E+000,valid,anomalous
197,9.847509E-002,7.467216E+000,1.674250E+001,9.301388E-001,1.000000E+000,6.537077E+000,2.571975E+000,1.334169E-002,4.818171E-004,2.769037E+001,valid,diffusion
198,9.892861E-002,7.501605E+000,1.675737E+001,9.309649E-001,1.000000E+000,6.570640E+000,6.712624E+000,3.438928E-002,8.261549E-004,4.162570E+001,valid,diffusion
199,9.952414E-002,7.546763E+000,1.678328E+001,9.324042E-001,1.000000E+000,6.614359E+000,8.743759E+000,4.515807E-002,1.439276E-003,3.137554E+001,valid,diffusion
200,1.000323E-001,7.585294E+000,1.678469E+001,9.324826E-001,1.000000E+000,6.652811E+000,7.690381E+000,3.853033E-002,7.842788E-005,4.912836E+002,valid,diffusion
201,1.004331E-001,7.615688E+000,1.678593E+001,9.325518E-001,1.000000E+000,6.683136E+000,6.065071E+000,3.039459E-002,6.923410E-005,4.390119E+002,valid,diffusion
202,1.007964E-001,7.643241E+000,1.680881E+001,9.338228E-001,1.000000E+000,6.709418E+000,5.256299E+000,2.755248E-002,1.270985E-003,2.167805E+001,valid,diffusion
203,1.012281E-001,7.675973E+000,1.681863E+001,9.343686E-001,1.000000E+000,6.741605E+000,6.437368E+000,3.273259E-002,5.457467E-004,5.997761E+001,valid,diffusion
204,1.017850E-001,7.718204E+000,1.680926E+001,9.338476E-001,1.000000E+000,6.784357E+000,8.550396E+000,4.223103E-002,-5.209503E-004,-8.106537E+001,valid,anomalous
205,1.023962E-001,7.764549E+000,1.680581E+001,9.336558E-001,1.000000E+000,6.830893E+000,9.307309E+000,4.634477E-002,-1.917812E-004,-2.416544E+002,valid,anomalous
206,1.028987E-001,7.802653E+000,1.682459E+001,9.346995E-001,1.000000E+000,6.867953E+000,7.411951E+000,3.810337E-002,1.043613E-003,3.651103E+001,valid,diffusion
207,1.031339E-001,7.820487E+000,1.682468E+001,9.347046E-001,1.000000E+000,6.885782E+000,3.565861E+000,1.783442E-002,5.114543E-006,3.487001E+003,valid,diffusion
208,1.031492E-001,7.821645E+000,1.682866E+001,9.349253E-001,1.000000E+000,6.886719E+000,1.873855E-001,1.157678E-003,2.207507E-004,5.244279E+000,valid,diffusion
209,1.031084E-001,7.818550E+000,1.682026E+001,9.344589E-001,1.000000E+000,6.884091E+000,-5.256165E-001,-3.094532E-003,-4.664500E-004,6.634221E+000,valid,crystallization
210,1.031572E-001,7.822251E+000,1.682420E+001,9.346778E-001,1.000000E+000,6.887573E+000,6.963916E-001,3.700837E-003,2.188788E-004,1.690815E+001,valid,diffusion
211,1.033615E-001,7.837742E+000,1.680870E+001,9.338168E-001,1.000000E+000,6.903925E+000,3.270417E+000,1.549113E-002,-8.609547E-004,-1.799297E+001,valid,anomalous
212,1.036270E-001,7.857879E+000,1.682038E+001,9.344657E-001,1.000000E+000,6.923413E+000,3.897587E+000,2.013688E-002,6.489489E-004,3.103000E+001,valid,diffusion
213,1.038895E-001,7.877783E+000,1.683381E+001,9.352116E-001,1.000000E+000,6.942572E+000,3.831699E+000,1.990439E-002,7.458975E-004,2.668516E+001,valid,diffusion
214,1.042156E-001,7.902506E+000,1.682975E+001,9.349861E-001,1.000000E+000,6.967520E+000,4.989670E+000,2.472284E-002,-2.255071E-004,-1.096322E+002,valid,anomalous
215,1.046042E-001,7.931978E+000,1.683753E+001,9.354181E-001,1.000000E+000,6.996560E+000,5.807927E+000,2.947165E-002,4.320105E-004,6.821975E+001,valid,diffusion
216,1.050819E-001,7.968199E+000,1.684168E+001,9.356490E-001,1.000000E+000,7.032550E+000,7.198101E+000,3.622134E-002,2.308412E-004,1.569102E+002,valid,diffusion
217,1.056121E-001,8.008403E+000,1.683981E+001,9.355448E-001,1.000000E+000,7.072858E+000,8.061637E+000,4.020398E-002,-1.041990E-004,-3.858386E+002,valid,anomalous
218,1.058669E-001,8.027728E+000,1.685429E+001,9.363496E-001,1.000000E+000,7.091378E+000,3.703922E+000,1.932444E-002,8.048322E-004,2.401052E+001,valid,diffusion
219,1.057455E-001,8.018519E+000,1.686293E+001,9.368293E-001,1.000000E+000,7.081690E+000,-1.937589E+000,-9.208310E-003,4.796369E-004,-1.919850E+001,valid,anomalous
220,1.055754E-001,8.005621E+000,1.686128E+001,9.367376E-001,1.000000E+000,7.068883E+000,-2.561320E+000,-1.289821E-002,-9.161431E-005,1.407882E+002,valid,crystallization
221,1.055501E-001,8.003707E+000,1.686363E+001,9.368685E-001,1.000000E+000,7.066838E+000,-4.090857E-001,-1.914597E-003,1.308321E-004,-1.463399E+001,valid,anomalous
222,1.055416E-001,8.003059E+000,1.687641E+001,9.375785E-001,1.000000E+000,7.065481E+000,-2.714769E-001,-6.473736E-004,7.100111E-004,-9.117796E-001,valid,anomalous
223,1.055204E-001,8.001448E+000,1.686465E+001,9.369250E-001,1.000000E+000,7.064523E+000,-1.914977E-001,-1.610984E-003,-6.534953E-004,2.465181E+000,valid,crystallization
224,1.055785E-001,8.005855E+000,1.687812E+001,9.376735E-001,1.000000E+000,7.068181E+000,7.316357E-001,4.406688E-003,7.485091E-004,5.887287E+000,valid,diffusion
225,1.056537E-001,8.011562E+000,1.687407E+001,9.374484E-001,1.000000E+000,7.074114E+000,1.186439E+000,5.707137E-003,-2.250578E-004,-2.535854E+001,valid,anomalous
226,1.057271E-001,8.017123E+000,1.687296E+001,9.373866E-001,1.000000E+000,7.079736E+000,1.124570E+000,5.560990E-003,-6.185767E-005,-8.989977E+001,valid,anomalous
227,1.058335E-001,8.025192E+000,1.689147E+001,9.384148E-001,1.000000E+000,7.086777E+000,1.408096E+000,8.068708E-003,1.028227E-003,7.847205E+000,valid,diffusion
228,1.059887E-001,8.036963E+000,1.688029E+001,9.377937E-001,1.000000E+000,7.099169E+000,2.478418E+000,1.177094E-002,-6.211461E-004,-1.895036E+001,valid,anomalous
229,1.062136E-001,8.054013E+000,1.689422E+001,9.385678E-001,1.000000E+000,7.115445E+000,3.255171E+000,1.704999E-002,7.741393E-004,2.202445E+001,valid,diffusion
230,1.064942E-001,8.075296E+000,1.689227E+001,9.384595E-001,1.000000E+000,7.136836E+000,4.278315E+000,2.128323E-002,-1.083480E-004,-1.964340E+002,valid,anomalous
231,1.068232E-001,8.100243E+000,1.690052E+001,9.389175E-001,1.000000E+000,7.161325E+000,4.897786E+000,2.494701E-002,4.580830E-004,5.445959E+001,valid,diffusion
232,1.070720E-001,8.119108E+000,1.690114E+001,9.389522E-001,1.000000E+000,7.180156E+000,3.766173E+000,1.886555E-002,3.468511E-005,5.439092E+002,valid,diffusion
233,1.070973E-001,8.121024E+000,1.690850E+001,9.393611E-001,1.000000E+000,7.181663E+000,3.013431E-001,1.915548E-003,4.088328E-004,4.685408E+000,valid,diffusion
234,1.069542E-001,8.110173E+000,1.691065E+001,9.394806E-001,1.000000E+000,7.170692E+000,-2.194147E+000,-1.085115E-002,1.195841E-004,-9.074072E+001,valid,anomalous
235,1.067575E-001,8.095260E+000,1.689316E+001,9.385087E-001,1.000000E+000,7.156751E+000,-2.788231E+000,-1.491305E-002,-9.718975E-004,1.534426E+001,valid,crystallization
236,1.065617E-001,8.080408E+000,1.689625E+001,9.386805E-001,1.000000E+000,7.141727E+000,-3.004705E+000,-1.485173E-002,1.717915E-004,-8.645206E+001,valid,anomalous
237,1.065496E-001,8.079490E+000,1.689714E+001,9.387300E-001,1.000000E+000,7.140760E+000,-1.934009E-001,-9.175498E-004,4.945452E-005,-1.855341E+001,valid,anomalous
238,1.067709E-001,8.096273E+000,1.690219E+001,9.390103E-001,1.000000E+000,7.157263E+000,3.300418E+000,1.678239E-002,2.802996E-004,5.987303E+001,valid,diffusion
239,1.069080E-001,8.106674E+000,1.690214E+001,9.390076E-001,1.000000E+000,7.167666E+000,2.080743E+000,1.040107E-002,-2.642888E-006,-3.935494E+003,valid,anomalous
240,1.068524E-001,8.102452E+000,1.688440E+001,9.380224E-001,1.000000E+000,7.164429E+000,-6.473642E-001,-4.222102E-003,-9.852803E-004,4.285178E+000,valid,crystallization
241,1.067180E-001,8.092266E+000,1.689043E+001,9.383574E-001,1.000000E+000,7.153909E+000,-2.104128E+000,-1.018561E-002,3.350286E-004,-3.040221E+001,valid,anomalous
242,1.066197E-001,8.084808E+000,1.689007E+001,9.383371E-001,1.000000E+000,7.146471E+000,-1.487616E+000,-7.458424E-003,-2.034417E-005,3.666124E+002,valid,crystallization
243,1.066565E-001,8.087600E+000,1.689980E+001,9.388779E-001,1.000000E+000,7.148722E+000,4.502654E-001,2.792211E-003,5.408840E-004,5.162311E+000,valid,diffusion
244,1.067079E-001,8.091496E+000,1.689383E+001,9.385462E-001,1.000000E+000,7.152950E+000,8.455071E-001,3.895819E-003,-3.317163E-004,-1.174443E+001,valid,anomalous
245,1.066654E-001,8.088277E+000,1.690437E+001,9.391318E-001,1.000000E+000,7.149145E+000,-7.609862E-001,-3.219326E-003,5.856046E-004,-5.497440E+000,valid,anomalous
246,1.065940E-001,8.082858E+000,1.690933E+001,9.394074E-001,1.000000E+000,7.143451E+000,-1.138819E+000,-5.418532E-003,2.755617E-004,-1.966359E+001,valid,anomalous
247,1.064282E-001,8.070291E+000,1.691956E+001,9.399753E-001,1.000000E+000,7.130316E+000,-2.627008E+000,-1.256711E-002,5.679334E-004,-2.212778E+001,valid,anomalous
248,1.060622E-001,8.042534E+000,1.691295E+001,9.396082E-001,1.000000E+000,7.102926E+000,-5.477991E+000,-2.775708E-002,-3.671293E-004,7.560574E+001,valid,crystallization
249,1.056980E-001,8.014914E+000,1.690498E+001,9.391654E-001,1.000000E+000,7.075749E+000,-5.435334E+000,-2.761941E-002,-4.427409E-004,6.238279E+001,valid,crystallization
250,1.056340E-001,8.010064E+000,1.691018E+001,9.394543E-001,1.000000E+000,7.070610E+000,-1.027872E+000,-4.850551E-003,2.888104E-004,-1.679493E+001,valid,anomalous
251,1.059353E-001,8.032914E+000,1.690447E+001,9.391370E-001,1.000000E+000,7.093777E+000,4.633514E+000,2.285028E-002,-3.172955E-004,-7.201576E+001,valid,anomalous
252,1.064923E-001,8.075147E+000,1.690977E+001,9.394315E-001,1.000000E+000,7.135716E+000,8.387699E+000,4.223302E-002,2.945239E-004,1.433942E+002,valid,diffusion
253,1.071218E-001,8.122879E+000,1.691055E+001,9.394751E-001,1.000000E+000,7.183404E+000,9.537703E+000,4.773215E-002,4.363051E-005,1.094009E+003,valid,diffusion
254,1.076487E-001,8.162835E+000,1.692381E+001,9.402117E-001,1.000000E+000,7.222623E+000,7.843734E+000,3.995525E-002,7.365806E-004,5.424423E+001,valid,diffusion
255,1.080232E-001,8.191237E+000,1.692884E+001,9.404913E-001,1.000000E+000,7.250746E+000,5.624544E+000,2.840230E-002,2.795769E-004,1.015903E+002,valid,diffusion
256,1.083208E-001,8.213798E+000,1.693172E+001,9.406512E-001,1.000000E+000,7.273146E+000,4.480171E+000,2.256074E-002,1.598839E-004,1.411070E+002,valid,diffusion
257,1.085662E-001,8.232411E+000,1.695056E+001,9.416979E-001,1.000000E+000,7.290713E+000,3.513266E+000,1.861309E-002,1.046764E-003,1.778156E+001,valid,diffusion
258,1.086509E-001,8.238834E+000,1.695491E+001,9.419395E-001,1.000000E+000,7.296894E+000,1.236297E+000,6.423038E-003,2.415539E-004,2.659050E+001,valid,diffusion
259,1.085756E-001,8.233119E+000,1.693431E+001,9.407948E-001,1.000000E+000,7.292324E+000,-9.140552E-001,-5.714906E-003,-1.144630E-003,4.992796E+000,valid,crystallization
260,1.084252E-001,8.221718E+000,1.692895E+001,9.404970E-001,1.000000E+000,7.281221E+000,-2.220629E+000,-1.140098E-002,-2.978299E-004,3.828017E+001,valid,crystallization
261,1.081669E-001,8.202132E+000,1.693316E+001,9.407313E-001,1.000000E+000,7.261400E+000,-3.964060E+000,-1.958601E-002,2.342860E-004,-8.359872E+001,valid,anomalous
262,1.078392E-001,8.177282E+000,1.692902E+001,9.405010E-001,1.000000E+000,7.236781E+000,-4.923814E+000,-2.484936E-002,-2.302887E-004,1.079052E+002,valid,crystallization
263,1.076209E-001,8.160731E+000,1.693856E+001,9.410310E-001,1.000000E+000,7.219699E+000,-3.416388E+000,-1.655192E-002,5.300206E-004,-3.122882E+001,valid,anomalous
264,1.076158E-001,8.160342E+000,1.694520E+001,9.414003E-001,1.000000E+000,7.218942E+000,-1.515079E-001,-3.883178E-004,3.692219E-004,-1.051719E+000,valid,anomalous
265,1.078286E-001,8.176479E+000,1.694409E+001,9.413382E-001,1.000000E+000,7.235141E+000,3.239842E+000,1.613716E-002,-6.204795E-005,-2.600757E+002,valid,anomalous
266,1.082685E-001,8.209833E+000,1.693949E+001,9.410830E-001,1.000000E+000,7.268750E+000,6.721761E+000,3.335357E-002,-2.552392E-004,-1.306757E+002,valid,anomalous
267,1.088938E-001,8.257249E+000,1.694882E+001,9.416009E-001,1.000000E+000,7.315648E+000,9.379542E+000,4.741562E-002,5.179093E-004,9.155199E+001,valid,diffusion
268,1.095348E-001,8.305857E+000,1.694949E+001,9.416382E-001,1.000000E+000,7.364219E+000,9.714315E+000,4.860885E-002,3.727145E-005,1.304185E+003,valid,diffusion
269,1.100295E-001,8.343368E+000,1.695368E+001,9.418711E-001,1.000000E+000,7.401497E+000,7.455468E+000,3.751033E-002,2.329908E-004,1.609949E+002,valid,diffusion
270,1.104706E-001,8.376814E+000,1.696091E+001,9.422728E-001,1.000000E+000,7.434542E+000,6.608987E+000,3.344663E-002,4.016960E-004,8.326353E+001,valid,diffusion
271,1.110284E-001,8.419116E+000,1.696550E+001,9.425279E-001,1.000000E+000,7.476588E+000,8.409279E+000,4.230150E-002,2.551064E-004,1.658191E+002,valid,diffusion
272,1.116057E-001,8.462889E+000,1.697397E+001,9.429981E-001,1.000000E+000,7.519891E+000,8.660690E+000,4.377360E-002,4.701442E-004,9.310675E+001,valid,diffusion
273,1.119461E-001,8.488698E+000,1.697632E+001,9.431291E-001,1.000000E+000,7.545569E+000,5.135558E+000,2.580877E-002,1.309771E-004,1.970480E+002,valid,diffusion
274,1.120573E-001,8.497131E+000,1.698134E+001,9.434080E-001,1.000000E+000,7.553723E+000,1.630796E+000,8.432918E-003,2.789394E-004,3.023208E+001,valid,diffusion
275,1.121600E-001,8.504924E+000,1.698410E+001,9.435611E-001,1.000000E+000,7.561363E+000,1.527979E+000,7.792956E-003,1.530627E-004,5.091349E+001,valid,diffusion
276,1.122159E-001,8.509157E+000,1.698393E+001,9.435515E-001,1.000000E+000,7.565605E+000,8.484607E-001,4.232776E-003,-9.527458E-006,-4.442713E+002,valid,anomalous
277,1.121557E-001,8.504592E+000,1.698823E+001,9.437906E-001,1.000000E+000,7.560802E+000,-9.607091E-001,-4.564463E-003,2.390824E-004,-1.909159E+001,valid,anomalous
278,1.120058E-001,8.493227E+000,1.698320E+001,9.435110E-001,1.000000E+000,7.549716E+000,-2.217131E+000,-1.136524E-002,-2.795893E-004,4.064978E+001,valid,crystallization
279,1.117718E-001,8.475488E+000,1.698389E+001,9.435494E-001,1.000000E+000,7.531938E+000,-3.555569E+000,-1.773951E-002,3.833272E-005,-4.627772E+002,valid,anomalous
280,1.116179E-001,8.463819E+000,1.699010E+001,9.438943E-001,1.000000E+000,7.519924E+000,-2.402802E+000,-1.166907E-002,3.449431E-004,-3.382896E+001,valid,anomalous
281,1.116014E-001,8.462562E+000,1.699903E+001,9.443907E-001,1.000000E+000,7.518172E+000,-3.505276E-001,-1.256216E-003,4.964219E-004,-2.530541E+000,valid,anomalous
282,1.116960E-001,8.469733E+000,1.698118E+001,9.433988E-001,1.000000E+000,7.526335E+000,1.632597E+000,7.171066E-003,-9.919218E-004,-7.229467E+000,valid,anomalous
283,1.119252E-001,8.487114E+000,1.697624E+001,9.431243E-001,1.000000E+000,7.543990E+000,3.531048E+000,1.738075E-002,-2.744964E-004,-6.331867E+001,valid,anomalous
284,1.122791E-001,8.513950E+000,1.698173E+001,9.434296E-001,1.000000E+000,7.570520E+000,5.306049E+000,2.683553E-002,3.052841E-004,8.790345E+001,valid,diffusion
285,1.127531E-001,8.549896E+000,1.698710E+001,9.437277E-001,1.000000E+000,7.606168E+000,7.129673E+000,3.594649E-002,2.981204E-004,1.205771E+002,valid,diffusion
286,1.132244E-001,8.585634E+000,1.697991E+001,9.433285E-001,1.000000E+000,7.642306E+000,7.227467E+000,3.573816E-002,-3.991816E-004,-8.952857E+001,valid,anomalous
287,1.136199E-001,8.615621E+000,1.698450E+001,9.435831E-001,1.000000E+000,7.672038E+000,5.946370E+000,2.998637E-002,2.545236E-004,1.178137E+002,valid,diffusion
288,1.139838E-001,8.643221E+000,1.699814E+001,9.443410E-001,1.000000E+000,7.698880E+000,5.368500E+000,2.760041E-002,7.579054E-004,3.641669E+001,valid,diffusion
289,1.143988E-001,8.674689E+000,1.701037E+001,9.450207E-001,1.000000E+000,7.729668E+000,6.157639E+000,3.146792E-002,6.797254E-004,4.629505E+001,valid,diffusion
290,1.148928E-001,8.712142E+000,1.701672E+001,9.453735E-001,1.000000E+000,7.766769E+000,7.420118E+000,3.745344E-002,3.528558E-004,1.061438E+002,valid,diffusion
291,1.153810E-001,8.749169E+000,1.700980E+001,9.449891E-001,1.000000E+000,7.804180E+000,7.482135E+000,3.702625E-002,-3.844280E-004,-9.631517E+001,valid,anomalous
292,1.158130E-001,8.781924E+000,1.701696E+001,9.453869E-001,1.000000E+000,7.836537E+000,6.471410E+000,3.275481E-002,3.977583E-004,8.234852E+001,valid,diffusion
293,1.162239E-001,8.813084E+000,1.701771E+001,9.454286E-001,1.000000E+000,7.867656E+000,6.223824E+000,3.116084E-002,4.172285E-005,7.468532E+002,valid,diffusion
294,1.166155E-001,8.842778E+000,1.701167E+001,9.450926E-001,1.000000E+000,7.897685E+000,6.005936E+000,2.969370E-002,-3.359776E-004,-8.838002E+001,valid,anomalous
295,1.167466E-001,8.852714E+000,1.702393E+001,9.457740E-001,1.000000E+000,7.906940E+000,1.850815E+000,9.935478E-003,6.814006E-004,1.458096E+001,valid,diffusion
296,1.164985E-001,8.833904E+000,1.702998E+001,9.461101E-001,1.000000E+000,7.887793E+000,-3.829218E+000,-1.881005E-002,3.360347E-004,-5.597652E+001,valid,anomalous
297,1.160419E-001,8.799280E+000,1.702958E+001,9.460879E-001,1.000000E+000,7.853192E+000,-6.920193E+000,-3.462311E-002,-2.214933E-005,1.563167E+003,valid,crystallization
298,1.155272E-001,8.760249E+000,1.702415E+001,9.457859E-001,1.000000E+000,7.814463E+000,-7.745890E+000,-3.903146E-002,-3.020122E-004,1.292381E+002,valid,crystallization
299,1.150999E-001,8.727849E+000,1.701486E+001,9.452701E-001,1.000000E+000,7.782579E+000,-6.376843E+000,-3.240002E-002,-5.158037E-004,6.281463E+001,valid,crystallization
