t,norm_before,norm_after,unitarity_defect,energy,energy_delta,energy_err
265,1.000000E+000,1.000000E+000,1.731948E-014,7.254007E+002,1.425633E-010,1.425633E-010
266,1.000000E+000,1.000000E+000,2.176037E-014,7.254007E+002,1.593889E-010,1.593889E-010
267,1.000000E+000,1.000000E+000,-3.419487E-014,7.254007E+002,1.469971E-010,1.469971E-010
268,1.000000E+000,1.000000E+000,4.440892E-016,7.254007E+002,1.483613E-010,1.483613E-010
269,1.000000E+000,1.000000E+000,4.884981E-015,7.254007E+002,1.243734E-010,1.243734E-010
270,1.000000E+000,1.000000E+000,-4.440892E-016,7.254007E+002,1.426770E-010,1.426770E-010
271,1.000000E+000,1.000000E+000,6.217249E-015,7.254007E+002,1.209628E-010,1.209628E-010
272,1.000000E+000,1.000000E+000,-1.199041E-014,7.254007E+002,1.416538E-010,1.416538E-010
273,1.000000E+000,1.000000E+000,2.087219E-014,7.254007E+002,1.292619E-010,1.292619E-010
274,1.000000E+000,1.000000E+000,-1.021405E-014,7.254007E+002,1.327862E-010,1.327862E-010
275,1.000000E+000,1.000000E+000,6.661338E-015,7.254007E+002,1.431317E-010,1.431317E-010
276,1.000000E+000,1.000000E+000,8.881784E-015,7.254007E+002,1.244871E-010,1.244871E-010
277,1.000000E+000,1.000000E+000,-5.329071E-015,7.254007E+002,1.350600E-010,1.350600E-010
278,1.000000E+000,1.000000E+000,-4.440892E-016,7.254007E+002,1.479066E-010,1.479066E-010
279,1.000000E+000,1.000000E+000,-1.643130E-014,7.254007E+002,1.500666E-010,1.500666E-010
280,1.000000E+000,1.000000E+000,2.753353E-014,7.254007E+002,1.485887E-010,1.485887E-010
281,1.000000E+000,1.000000E+000,-1.065814E-014,7.254007E+002,1.394937E-010,1.394937E-010
282,1.000000E+000,1.000000E+000,-3.108624E-015,7.254007E+002,1.571152E-010,1.571152E-010
283,1.000000E+000,1.000000E+000,1.332268E-014,7.254007E+002,1.379021E-010,1.379021E-010
284,1.000000E+000,1.000000E+000,2.664535E-015,7.254007E+002,1.547278E-010,1.547278E-010
285,1.000000E+000,1.000000E+000,-9.769963E-015,7.254007E+002,1.396074E-010,1.396074E-010
286,1.000000E+000,1.000000E+000,-8.881784E-015,7.254007E+002,1.435865E-010,1.435865E-010
287,1.000000E+000,1.000000E+000,1.643130E-014,7.254007E+002,1.624585E-010,1.624585E-010
288,1.000000E+000,1.000000E+000,-4.884981E-015,7.254007E+002,1.468834E-010,1.468834E-010
289,1.000000E+000,1.000000E+000,3.019807E-014,7.254007E+002,1.519993E-010,1.519993E-010
290,1.000000E+000,1.000000E+000,-1.465494E-014,7.254007E+002,1.501803E-010,1.501803E-010
291,1.000000E+000,1.000000E+000,1.110223E-014,7.254007E+002,1.618901E-010,1.618901E-010
292,1.000000E+000,1.000000E+000,-3.108624E-015,7.254007E+002,1.717808E-010,1.717808E-010
293,1.000000E+000,1.000000E+000,-1.731948E-014,7.254007E+002,1.607532E-010,1.607532E-010
294,1.000000E+000,1.000000E+000,7.549517E-015,7.254007E+002,1.547278E-010,1.547278E-010
295,1.000000E+000,1.000000E+000,3.996803E-015,7.254007E+002,1.675744E-010,1.675744E-010
296,1.000000E+000,1.000000E+000,-6.217249E-015,7.254007E+002,1.496119E-010,1.496119E-010
297,1.000000E+000,1.000000E+000,-1.199041E-014,7.254007E+002,1.497256E-010,1.497256E-010
298,1.000000E+000,1.000000E+000,4.751755E-014,7.254007E+002,1.613216E-010,1.613216E-010
299,1.000000E+000,1.000000E+000,-3.153033E-014,7.254007E+002,1.664375E-010,1.664375E-010
