t,u_raw,u_norm,s_raw,s_norm,t_value,f,df_dt,delta_u,delta_s,t_eff,t_eff_status,regime
211,2.112799E-001,8.227455E-001,1.728039E+001,9.600216E-001,1.000000E+000,-1.372761E-001,-1.377061E-001,-1.226452E-003,1.506088E-004,-8.143300E+000,valid,anomalous
212,2.109642E-001,8.215162E-001,1.728321E+001,9.601784E-001,1.000000E+000,-1.386621E-001,-1.386021E-001,-1.229258E-003,1.567628E-004,-7.841517E+000,valid,anomalous
213,2.106595E-001,8.203295E-001,1.728474E+001,9.602632E-001,1.000000E+000,-1.399338E-001,-1.271657E-001,-1.186780E-003,8.487689E-005,-1.398237E+001,valid,anomalous
214,2.103726E-001,8.192123E-001,1.728898E+001,9.604990E-001,1.000000E+000,-1.412867E-001,-1.352891E-001,-1.117109E-003,2.357824E-004,-4.737880E+000,valid,anomalous
215,2.101017E-001,8.181577E-001,1.728012E+001,9.600066E-001,1.000000E+000,-1.418489E-001,-5.622010E-002,-1.054659E-003,-4.924578E-004,2.141623E+000,valid,crystallization
216,2.098391E-001,8.171350E-001,1.728672E+001,9.603734E-001,1.000000E+000,-1.432384E-001,-1.389509E-001,-1.022657E-003,3.668516E-004,-2.787659E+000,valid,anomalous
217,2.095760E-001,8.161104E-001,1.728071E+001,9.600397E-001,1.000000E+000,-1.439293E-001,-6.908960E-002,-1.024628E-003,-3.337315E-004,3.070215E+000,valid,crystallization
218,2.093106E-001,8.150770E-001,1.728761E+001,9.604229E-001,1.000000E+000,-1.453459E-001,-1.416604E-001,-1.033416E-003,3.831881E-004,-2.696888E+000,valid,anomalous
219,2.090452E-001,8.140432E-001,1.729001E+001,9.605561E-001,1.000000E+000,-1.465129E-001,-1.167007E-001,-1.033790E-003,1.332170E-004,-7.760192E+000,valid,anomalous
220,2.087815E-001,8.130167E-001,1.729663E+001,9.609240E-001,1.000000E+000,-1.479073E-001,-1.394373E-001,-1.026513E-003,3.678598E-004,-2.790502E+000,valid,anomalous
221,2.085255E-001,8.120198E-001,1.727780E+001,9.598779E-001,1.000000E+000,-1.478581E-001,4.919736E-003,-9.968930E-004,-1.046090E-003,9.529703E-001,valid,crystallization
222,2.082825E-001,8.110734E-001,1.728570E+001,9.603166E-001,1.000000E+000,-1.492431E-001,-1.385066E-001,-9.463501E-004,4.387160E-004,-2.157090E+000,valid,anomalous
223,2.080564E-001,8.101927E-001,1.729043E+001,9.605793E-001,1.000000E+000,-1.503866E-001,-1.143440E-001,-8.807139E-004,2.627262E-004,-3.352212E+000,valid,anomalous
224,2.078507E-001,8.093918E-001,1.728159E+001,9.600884E-001,1.000000E+000,-1.506966E-001,-3.100174E-002,-8.009072E-004,-4.908898E-004,1.631542E+000,valid,crystallization
225,2.076637E-001,8.086636E-001,1.729493E+001,9.608294E-001,1.000000E+000,-1.521658E-001,-1.469232E-001,-7.282002E-004,7.410316E-004,-9.826844E-001,valid,anomalous
226,2.074952E-001,8.080075E-001,1.729150E+001,9.606389E-001,1.000000E+000,-1.526314E-001,-4.655806E-002,-6.561371E-004,-1.905565E-004,3.443268E+000,valid,crystallization
227,2.073537E-001,8.074565E-001,1.728622E+001,9.603457E-001,1.000000E+000,-1.528892E-001,-2.578034E-002,-5.510243E-004,-2.932209E-004,1.879212E+000,valid,crystallization
228,2.072431E-001,8.070257E-001,1.729039E+001,9.605771E-001,1.000000E+000,-1.535513E-001,-6.621312E-002,-4.307217E-004,2.314095E-004,-1.861296E+000,valid,anomalous
229,2.071528E-001,8.066743E-001,1.729928E+001,9.610709E-001,1.000000E+000,-1.543965E-001,-8.451837E-002,-3.514052E-004,4.937785E-004,-7.116656E-001,valid,anomalous
230,2.070642E-001,8.063290E-001,1.729508E+001,9.608379E-001,1.000000E+000,-1.545089E-001,-1.123399E-002,-3.453163E-004,-2.329764E-004,1.482194E+000,valid,crystallization
231,2.069672E-001,8.059515E-001,1.730292E+001,9.612732E-001,1.000000E+000,-1.553217E-001,-8.128327E-002,-3.774835E-004,4.353492E-004,-8.670821E-001,valid,anomalous
232,2.068689E-001,8.055687E-001,1.730271E+001,9.612619E-001,1.000000E+000,-1.556931E-001,-3.714190E-002,-3.827847E-004,-1.136571E-005,3.367891E+001,valid,crystallization
233,2.067701E-001,8.051839E-001,1.729343E+001,9.607460E-001,1.000000E+000,-1.555621E-001,1.310574E-002,-3.848297E-004,-5.158871E-004,7.459572E-001,valid,crystallization
234,2.066669E-001,8.047819E-001,1.729685E+001,9.609359E-001,1.000000E+000,-1.561539E-001,-5.918659E-002,-4.019862E-004,1.898797E-004,-2.117057E+000,valid,anomalous
235,2.065643E-001,8.043826E-001,1.729429E+001,9.607939E-001,1.000000E+000,-1.564112E-001,-2.573017E-002,-3.992864E-004,-1.419847E-004,2.812179E+000,valid,crystallization
236,2.064502E-001,8.039381E-001,1.730698E+001,9.614990E-001,1.000000E+000,-1.575609E-001,-1.149693E-001,-4.445590E-004,7.051343E-004,-6.304600E-001,valid,anomalous
237,2.063116E-001,8.033984E-001,1.731092E+001,9.617179E-001,1.000000E+000,-1.583195E-001,-7.585924E-002,-5.397113E-004,2.188811E-004,-2.465774E+000,valid,anomalous
238,2.061700E-001,8.028470E-001,1.730759E+001,9.615328E-001,1.000000E+000,-1.586858E-001,-3.663373E-002,-5.514237E-004,-1.850864E-004,2.979278E+000,valid,crystallization
239,2.060419E-001,8.023481E-001,1.730299E+001,9.612774E-001,1.000000E+000,-1.589293E-001,-2.434406E-002,-4.988513E-004,-2.554108E-004,1.953134E+000,valid,crystallization
240,2.059176E-001,8.018643E-001,1.730260E+001,9.612555E-001,1.000000E+000,-1.593912E-001,-4.618955E-002,-4.837618E-004,-2.186624E-005,2.212369E+001,valid,crystallization
241,2.057961E-001,8.013910E-001,1.729802E+001,9.610009E-001,1.000000E+000,-1.596099E-001,-2.187463E-002,-4.733781E-004,-2.546319E-004,1.859069E+000,valid,crystallization
242,2.056927E-001,8.009885E-001,1.730399E+001,9.613329E-001,1.000000E+000,-1.603444E-001,-7.344678E-002,-4.024915E-004,3.319763E-004,-1.212410E+000,valid,anomalous
243,2.056181E-001,8.006981E-001,1.730921E+001,9.616230E-001,1.000000E+000,-1.609249E-001,-5.805289E-002,-2.903833E-004,2.901455E-004,-1.000820E+000,valid,anomalous
244,2.055709E-001,8.005141E-001,1.729968E+001,9.610933E-001,1.000000E+000,-1.605792E-001,3.457087E-002,-1.839871E-004,-5.296958E-004,3.473448E-001,valid,crystallization
245,2.055438E-001,8.004088E-001,1.729975E+001,9.610971E-001,1.000000E+000,-1.606884E-001,-1.091405E-002,-1.053343E-004,3.806198E-006,-2.767441E+001,valid,anomalous
246,2.055273E-001,8.003443E-001,1.730477E+001,9.613760E-001,1.000000E+000,-1.610316E-001,-3.432706E-002,-6.442844E-005,2.788422E-004,-2.310570E-001,valid,anomalous
247,2.055105E-001,8.002788E-001,1.730755E+001,9.615304E-001,1.000000E+000,-1.612515E-001,-2.198939E-002,-6.550549E-005,1.543884E-004,-4.242903E-001,valid,anomalous
248,2.054824E-001,8.001694E-001,1.730277E+001,9.612647E-001,1.000000E+000,-1.610953E-001,1.562306E-002,-1.093869E-004,-2.656175E-004,4.118210E-001,valid,crystallization
249,2.054428E-001,8.000154E-001,1.730233E+001,9.612403E-001,1.000000E+000,-1.612249E-001,-1.296204E-002,-1.540375E-004,-2.441707E-005,6.308599E+000,valid,crystallization
250,2.054112E-001,7.998924E-001,1.730233E+001,9.612405E-001,1.000000E+000,-1.613481E-001,-1.232046E-002,-1.229983E-004,2.062915E-007,-5.962355E+002,valid,anomalous
251,2.054058E-001,7.998711E-001,1.731045E+001,9.616917E-001,1.000000E+000,-1.618206E-001,-4.724803E-002,-2.129377E-005,4.511865E-004,-4.719505E-002,valid,anomalous
252,2.054279E-001,7.999573E-001,1.730841E+001,9.615784E-001,1.000000E+000,-1.616211E-001,1.995353E-002,8.621012E-005,-1.133252E-004,-7.607320E-001,valid,anomalous
253,2.054735E-001,8.001348E-001,1.731302E+001,9.618343E-001,1.000000E+000,-1.616995E-001,-7.840908E-003,1.774964E-004,2.559055E-004,6.936015E-001,valid,diffusion
254,2.055381E-001,8.003864E-001,1.731173E+001,9.617625E-001,1.000000E+000,-1.613761E-001,3.233725E-002,2.515979E-004,-7.177466E-005,-3.505386E+000,valid,anomalous
255,2.056148E-001,8.006851E-001,1.730984E+001,9.616578E-001,1.000000E+000,-1.609728E-001,4.033405E-002,2.986606E-004,-1.046799E-004,-2.853085E+000,valid,anomalous
256,2.056950E-001,8.009972E-001,1.730241E+001,9.612450E-001,1.000000E+000,-1.602478E-001,7.249915E-002,3.121086E-004,-4.128829E-004,-7.559252E-001,valid,anomalous
257,2.057749E-001,8.013085E-001,1.730598E+001,9.614434E-001,1.000000E+000,-1.601349E-001,1.128678E-002,3.113264E-004,1.984586E-004,1.568722E+000,valid,diffusion
258,2.058580E-001,8.016321E-001,1.729912E+001,9.610625E-001,1.000000E+000,-1.594303E-001,7.045842E-002,3.236290E-004,-3.809553E-004,-8.495197E-001,valid,anomalous
259,2.059389E-001,8.019470E-001,1.730118E+001,9.611769E-001,1.000000E+000,-1.592299E-001,2.004525E-002,3.148806E-004,1.144281E-004,2.751777E+000,valid,diffusion
260,2.060051E-001,8.022048E-001,1.730422E+001,9.613453E-001,1.000000E+000,-1.591405E-001,8.936547E-003,2.578243E-004,1.684588E-004,1.530489E+000,valid,diffusion
261,2.060570E-001,8.024071E-001,1.730852E+001,9.615842E-001,1.000000E+000,-1.591771E-001,-3.664476E-003,2.022469E-004,2.388916E-004,8.466051E-001,valid,diffusion
262,2.061010E-001,8.025784E-001,1.730821E+001,9.615674E-001,1.000000E+000,-1.589891E-001,1.880747E-002,1.712828E-004,-1.679191E-005,-1.020032E+001,valid,anomalous
263,2.061422E-001,8.027388E-001,1.731083E+001,9.617127E-001,1.000000E+000,-1.589739E-001,1.517078E-003,1.604214E-004,1.452507E-004,1.104446E+000,valid,diffusion
264,2.061891E-001,8.029215E-001,1.731759E+001,9.620882E-001,1.000000E+000,-1.591667E-001,-1.928442E-002,1.826570E-004,3.755013E-004,4.864352E-001,valid,diffusion
265,2.062431E-001,8.031318E-001,1.732268E+001,9.623713E-001,1.000000E+000,-1.592396E-001,-7.283241E-003,2.103199E-004,2.831523E-004,7.427800E-001,valid,diffusion
266,2.062967E-001,8.033405E-001,1.732377E+001,9.624318E-001,1.000000E+000,-1.590912E-001,1.483313E-002,2.087509E-004,6.041963E-005,3.455018E+000,valid,diffusion
267,2.063457E-001,8.035311E-001,1.733280E+001,9.629331E-001,1.000000E+000,-1.594020E-001,-3.107834E-002,1.905530E-004,5.013364E-004,3.800901E-001,valid,diffusion
268,2.063884E-001,8.036976E-001,1.732288E+001,9.623820E-001,1.000000E+000,-1.586844E-001,7.176253E-002,1.664769E-004,-5.511484E-004,-3.020545E-001,valid,anomalous
269,2.064206E-001,8.038231E-001,1.730471E+001,9.613729E-001,1.000000E+000,-1.575498E-001,1.134585E-001,1.255422E-004,-1.009043E-003,-1.244172E-001,valid,anomalous
270,2.064417E-001,8.039050E-001,1.730805E+001,9.615584E-001,1.000000E+000,-1.576534E-001,-1.035533E-002,8.193181E-005,1.854851E-004,4.417164E-001,valid,diffusion
271,2.064571E-001,8.039649E-001,1.731195E+001,9.617751E-001,1.000000E+000,-1.578103E-001,-1.568912E-002,5.984719E-005,2.167384E-004,2.761264E-001,valid,diffusion
272,2.064749E-001,8.040342E-001,1.731103E+001,9.617236E-001,1.000000E+000,-1.576894E-001,1.208457E-002,6.933207E-005,-5.151363E-005,-1.345898E+000,valid,anomalous
273,2.065009E-001,8.041355E-001,1.731496E+001,9.619420E-001,1.000000E+000,-1.578065E-001,-1.170663E-002,1.012793E-004,2.183456E-004,4.638486E-001,valid,diffusion
274,2.065249E-001,8.042290E-001,1.730032E+001,9.611288E-001,1.000000E+000,-1.568998E-001,9.066939E-002,9.348078E-005,-8.132131E-004,-1.149524E-001,valid,anomalous
275,2.065338E-001,8.042637E-001,1.730606E+001,9.614479E-001,1.000000E+000,-1.571843E-001,-2.844719E-002,3.468530E-005,3.191572E-004,1.086778E-001,valid,diffusion
276,2.065353E-001,8.042697E-001,1.730391E+001,9.613282E-001,1.000000E+000,-1.570585E-001,1.257953E-002,6.036789E-006,-1.197585E-004,-5.040801E-002,valid,anomalous
277,2.065433E-001,8.043005E-001,1.731530E+001,9.619614E-001,1.000000E+000,-1.576608E-001,-6.023813E-002,3.084840E-005,6.332297E-004,4.871598E-002,valid,diffusion
278,2.065597E-001,8.043645E-001,1.731792E+001,9.621067E-001,1.000000E+000,-1.577423E-001,-8.141313E-003,6.394568E-005,1.453588E-004,4.399161E-001,valid,diffusion
279,2.065726E-001,8.044150E-001,1.731378E+001,9.618767E-001,1.000000E+000,-1.574617E-001,2.805125E-002,5.051322E-005,-2.299993E-004,-2.196234E-001,valid,anomalous
280,2.065676E-001,8.043952E-001,1.731731E+001,9.620729E-001,1.000000E+000,-1.576778E-001,-2.160094E-002,-1.983765E-005,1.961718E-004,-1.011239E-001,valid,anomalous
281,2.065515E-001,8.043326E-001,1.732173E+001,9.623183E-001,1.000000E+000,-1.579856E-001,-3.078766E-002,-6.253380E-005,2.453428E-004,-2.548833E-001,valid,anomalous
282,2.065402E-001,8.042888E-001,1.731691E+001,9.620505E-001,1.000000E+000,-1.577616E-001,2.240038E-002,-4.380284E-005,-2.678067E-004,1.635614E-001,valid,crystallization
283,2.065354E-001,8.042699E-001,1.731168E+001,9.617599E-001,1.000000E+000,-1.574900E-001,2.715799E-002,-1.897284E-005,-2.905528E-004,6.529911E-002,valid,crystallization
284,2.065411E-001,8.042920E-001,1.731865E+001,9.621470E-001,1.000000E+000,-1.578550E-001,-3.649520E-002,2.214969E-005,3.871017E-004,5.721930E-002,valid,diffusion
285,2.065619E-001,8.043731E-001,1.732900E+001,9.627223E-001,1.000000E+000,-1.583492E-001,-4.942220E-002,8.107064E-005,5.752927E-004,1.409207E-001,valid,diffusion
286,2.065861E-001,8.044674E-001,1.731644E+001,9.620242E-001,1.000000E+000,-1.575569E-001,7.923243E-002,9.427813E-005,-6.980462E-004,-1.350600E-001,valid,anomalous
287,2.066033E-001,8.045346E-001,1.731700E+001,9.620553E-001,1.000000E+000,-1.575208E-001,3.613680E-003,6.721005E-005,3.107324E-005,2.162956E+000,valid,diffusion
288,2.066144E-001,8.045775E-001,1.732028E+001,9.622378E-001,1.000000E+000,-1.576603E-001,-1.394953E-002,4.296037E-005,1.824557E-004,2.354565E-001,valid,diffusion
289,2.066257E-001,8.046214E-001,1.731618E+001,9.620099E-001,1.000000E+000,-1.573885E-001,2.717432E-002,4.388603E-005,-2.278572E-004,-1.926033E-001,valid,anomalous
290,2.066479E-001,8.047080E-001,1.731285E+001,9.618252E-001,1.000000E+000,-1.571172E-001,2.713174E-002,8.658967E-005,-1.847278E-004,-4.687421E-001,valid,anomalous
291,2.066852E-001,8.048534E-001,1.731080E+001,9.617113E-001,1.000000E+000,-1.568580E-001,2.591985E-002,1.453524E-004,-1.138461E-004,-1.276745E+000,valid,anomalous
292,2.067322E-001,8.050365E-001,1.731608E+001,9.620044E-001,1.000000E+000,-1.569679E-001,-1.099084E-002,1.831438E-004,2.930522E-004,6.249528E-001,valid,diffusion
293,2.067824E-001,8.052318E-001,1.732301E+001,9.623892E-001,1.000000E+000,-1.571574E-001,-1.895437E-002,1.953037E-004,3.848473E-004,5.074835E-001,valid,diffusion
294,2.068353E-001,8.054377E-001,1.732320E+001,9.624001E-001,1.000000E+000,-1.569624E-001,1.950223E-002,2.058795E-004,1.085721E-005,1.896247E+001,valid,diffusion
295,2.068940E-001,8.056663E-001,1.731893E+001,9.621626E-001,1.000000E+000,-1.564963E-001,4.661248E-002,2.285741E-004,-2.375507E-004,-9.622121E-001,valid,anomalous
296,2.069579E-001,8.059151E-001,1.731157E+001,9.617537E-001,1.000000E+000,-1.558385E-001,6.577620E-002,2.488845E-004,-4.088775E-004,-6.087020E-001,valid,anomalous
297,2.070298E-001,8.061950E-001,1.731009E+001,9.616717E-001,1.000000E+000,-1.554767E-001,3.618321E-002,2.798975E-004,-8.193463E-005,-3.416108E+000,valid,anomalous
298,2.071084E-001,8.065013E-001,1.731481E+001,9.619339E-001,1.000000E+000,-1.554326E-001,4.412838E-003,3.062806E-004,2.621522E-004,1.168331E+000,valid,diffusion
299,2.071827E-001,8.067904E-001,1.730979E+001,9.616551E-001,1.000000E+000,-1.548646E-001,5.679497E-002,2.891358E-004,-2.788140E-004,-1.037020E+000,valid,anomalous
