timestamp_utc,phase,step,temperature_c,power_w,clock_mhz,delta_vs_previous
2026-02-22T18:55:01.2558512+00:00,idlepre,-1,43,17.83,2355,
2026-02-22T18:55:01.5859704+00:00,idlepre,-1,43,17.83,2355,0
2026-02-22T20:29:49.2972222+00:00,idlepost,-1,40,2.71,210,-3
2026-02-22T20:29:49.6166226+00:00,idlepost,-1,40,2.62,210,0
